,identifiant_unique,ville_code_postal
418,m_wirtz_sylvain_221695_reparation,RECY 51520
419,sarl_s_e_b_m_a_t_124229_reparation_0326811111,BERGERES SOUS MONTMIRAIL 51210
420,creeor_215584_reparation,PARIS 01 75001
421,jeuxvideofr_acheres_59440_sinoe_0139114474,ACHÈRES 78260
422,ti_jouets_don_bosco_drupal_m1853_0298465519,LA ROCHE MAURICE 29800
423,arteli_67785_reparation,CHALLANS 85300
424,lad_neha_219119_reparation_0752545538,MEUDON 92190
425,malak_a_velo_60682_sinoe_0142538262,MALAKOFF 92240
426,dtdt_des_vosges_vestiaire_46504_sinoe_0329080770,CONTREXEVILLE 88140
427,cap_motoculture_160432_reparation_0549434044,VIVONNE 86370
428,rekhamdji_myriem_210419_reparation_0148374674,LA COURNEUVE 93120
429,mega_systeme_142483_reparation_0466680000,NIMES 30900
430,rp_atelier_157760_reparation,PLERIN 22190
431,atelier_ambiance_164097_reparation,ST QUENTIN DE BARON 33750
432,ema_piscine_174612_reparation,SEGONZAC 16130
433,mecatechnique_198145_reparation_0381413301,VALDAHON 25800
434,repair_cafe_moselle_nord_1051_initiatives_locales,YUTZ 57970
435,charderon_fleur_gaelle_147515_reparation,PERPIGNAN 66000
436,services_a_votre_porte_197607_reparation,MONTBELIARD 25200
437,dehove_vincent_216543_reparation_0665361184,SARCELLES 95200
438,adyezh_informatique_113285_reparation_0492503729,BRIANÇON 05100
439,alb_informatique_93713_reparation_0388000889,WALDHAMBACH 67430
440,aire2vie_193161_reparation,WATTRELOS 59150
441,ebenisterie_ad_94455_reparation_0682888139,WIWERSHEIM 67370
442,ninis_crea_65953_reparation_0650762155,CHERBOURG EN COTENTIN 50460
443,rouane_genevieve_149895_reparation_0562185554,SAINTE-FOY-D'AIGREFEUILLE 31570
444,mme_tramon_nathalie_195332_reparation_0774255560,ST QUENTIN 02100
445,poitevin_adeline_137573_reparation,PRUDEMANCHE 28270
446,mobitech_drupal_m1699_0981365512,SOMAIN 59490
447,mm_gehin_guy_181725_reparation_0689863767,ORANGE 84100
448,atelier_martinez_138125_reparation_0685648884,VENDOME 41100
449,madame_steiler_clarisse_105700_reparation_0686956636,BETTELAINVILLE 57640
451,pierres_de_vie_221395_reparation_0768132434,REICHSHOFFEN 67110
452,le_cordonnier_roy_66752_reparation_0240482531,NANTES 44000
453,optimum_services_141919_reparation_0562237711,SEYSSES 31600
454,emery_catherine_217488_reparation,NANTERRE 92000
455,ab_informatique_157155_reparation_0698866302,PLUMELIAU-BIEUZY 56930
456,monsieur_nugara_leonardo_105704_reparation_0671488270,DIESEN 57890
457,etablissements_gradassi_124581_reparation_0325378763,ARCIS SUR AUBE 10700
458,m_blanc_jeanmarc_146979_reparation_0664413179,NIMES 30900
459,derriere_lecorce_200861_reparation_0384686261,ECHENOZ LE SEC 70000
461,rousselle_sonia_138950_reparation,AUNEAU BLEURY SAINT SYMPHORIEN 28700
462,picot_51884_reparation_0661497103,HYERES 83400
463,monsieur_bureau_eddy_125071_reparation_0627520834,SAINT BLIN 52700
464,bigbangdesign_175106_reparation_0952060154,BOURG 33710
465,ets_ramseyer_2675_reparation_0477718680,ROANNE 42300
466,les_creations_dandreane_115662_reparation_0650365801,SERVAS 01960
467,atelier_jerome_richard_92591_reparation_0231799317,LAIZE CLINCHAMPS 14320
468,latelier_du_dragon_feuillu_201225_reparation,CHALEZEULE 25220
469,m_levasseur_cedric_57881_reparation_0676971183,ST ARNOULT 60220
470,m_laprin_julien_144304_reparation_0466223975,ARAMON 30390
471,bebe_a_bord_able_58943_sinoe_0962311384,LA CRAU 83260
472,creatstyle_bijoux_199230_reparation_0634542038,BROTTE LES LUXEUIL 70300
473,tm_214426_reparation,VINCENNES 94300
474,m_mayer_claude_55254_reparation,LILLE 59000
475,el_couture_165901_reparation_0622061909,PERIGUEUX 24000
476,m_guitoumourgues_emile_206729_reparation,ROQUEFORT DES CORBIERES 11540
477,sandy_coud_et_decoud_185850_reparation_0612756744,MUNDOLSHEIM 67450
478,latelier_de_tata_paulette_205127_reparation_0685345165,FORCALQUIER 04300
479,atelier_tac_139442_reparation_0234505319,ORLEANS 45000
480,mme_cifuentes_marta_147821_reparation_0752044278,MOLIERES CAVAILLAC 30120
481,la_manufactur_et_cie_10366_reparation_0973656565,VENISSIEUX 69200
482,nhingsavath_laurent_139156_reparation,ORLEANS 45100
483,b2assist_149890_reparation,MENDE 48000
484,ptite_souris_184897_reparation_0626186108,LA HAYE 50580
485,fanny_look_219798_reparation,PARIS 10 75010
486,bachere_remi_joailler_createur_166991_reparation_0661214081,SOORTS HOSSEGOR 40150
487,henriet_arnaud_215395_reparation_0160708285,CHAMPAGNE SUR SEINE 77430
488,cirimail_informatique_213442_reparation,TREMBLAY EN FRANCE 93290
489,sylvie_le_vu_156675_reparation_0668891675,MONTERBLANC 56250
490,lilie_et_nana_122498_reparation_0608121056,LE CAULE STE BEUVE 76390
491,pontramont_william_14044_reparation_0660594395,MARSEILLE--2E--ARRONDISSEMENT 13002
492,mme_farineau_ludivine_54361_reparation,VENDIN LES BETHUNE 62232
493,mme_da_silva_faria_paula_97826_reparation,LIGNY EN BARROIS 55500
494,la_vieille_planche_15347_reparation_0670268398,PUYLOUBIER 13114
495,mme_boyer_mallaury_123823_reparation,NANCY 54000
496,high_mountain_gems_62798_reparation,LES HOUCHES 74310
497,bois_acier_creations_101474_reparation_0750581578,BOURG LES VALENCE 26500
498,ulmaison_de_villeneuve_sur_lot_vestiboutique_47791_sinoe_0553703487,VILLENEUVE SUR LOT 47300
499,creation_emmanuel_laurent_2525_reparation_0664744856,LYON 05 69005
500,bope_informatique_161669_reparation,BISCARROSSE 40600
501,pauline_beaupere_156650_reparation,SAINT-MICHEL-DE-PLELAN 22980
502,arrobase_micro_47_161687_reparation,BON ENCONTRE 47240
503,mme_hermant_ghislaine_193413_reparation_0615861039,BREMES 62610
504,le_conte_phone_66533_reparation_0689107691,ST LO 50000
505,la_compagnie_des_motos_154999_reparation,LA MEZIERE 35520
506,mr_mabille_brice_170520_reparation,ROCHEFORT 17300
507,allain_patrice_121772_reparation,DEVILLE LES ROUEN 76250
508,creations_agnes_60474_reparation_0699534839,ST PIERRE DE BAILLEUL 27920
509,maison_laoui_217688_reparation,PARIS 01 75001
510,madwood_220856_reparation_0684540144,CHEVREUSE 78460
511,winterstein_martin_163707_reparation,LAGORCE 33230
512,archambot_carole_169222_reparation_0623018066,ANGRESSE 40150
513,les_bicyclettes_du_grenier_52145_reparation_0689745497,CLERMONT FERRAND 63100
514,m_gritti_thibaut_123872_reparation,CHARENCY VEZIN 54260
515,pierre_talec_152701_reparation,BREST 29200
516,eurl_teknico_168551_reparation_0662074784,UHART CIZE 64220
517,latelier_de_raymonde_203733_reparation_0786381251,AUTUN 71400
518,atelier_landes_52842_reparation,THIERS 63300
519,art_des_choix_du_bois_5104_reparation_0475370139,ROCHECOLOMBE 07200
520,desplos_michel_serge_141270_reparation,GAILLAC 81600
521,bernard_philippe_190533_reparation_0546068155,SEMUSSAC 17120
522,wonder_women_of_the_world_216445_reparation,PARIS 04 75004
523,baudry_maxime_214499_reparation_0664516360,US 95450
524,cash_31_toulouse_sud_47025_sinoe_0561725787,PORTET-SUR-GARONNE 31120
525,luiceanu_lutherie_216258_reparation_0621007276,PARIS 19 75019
526,charre_noemye_148364_reparation,MEZE 34140
527,ateris_informatique_67918_reparation,LES HERBIERS 85500
528,top_shop_5741_reparation,LES ALLUES 73550
529,wspwelding_structure_and_pipingservicos_industrias_sa_216396_reparation,ACHERES 78260
530,mr_begaudeau_thierry_167769_reparation_0674135814,MAZERAY 17400
531,m_koljibabic_sinisa_56343_reparation,LOOS 59120
532,construction_renov__nature_184869_reparation,ST JAMES 50240
533,mme_lebrun_catherine_96122_reparation,VAUCLERC 51300
534,guillemette__cie_179996_reparation_0623710067,COGOLIN 83310
535,m_dufrenoy_nicolas_54847_reparation,ANNEZIN 62232
536,domingos_cathy_150019_reparation_0682560330,CARDEILHAC 31350
537,liepmann_francois_139264_reparation,CHISSEAUX 37150
538,star_retouches_211669_reparation,CLAYE SOUILLY 77410
539,atol_184765_reparation,AVRANCHES 50300
540,stylo_en_bois_tourne_198520_reparation,LA GENETE 71290
541,magne_willy_5635_reparation_0681839215,SAINT ROMAIN LA MOTTE 42640
542,unik_109430_reparation_0962646198,SAINTES MARIES DE LA MER 13460
543,alsacrea_187009_reparation_0621581014,INGWILLER 67340
544,meldor_209595_reparation,PARIS 09 75009
545,eden_skate_133815_reparation,AUVERS SOUS MONTFAUCON 72540
546,exbrayat_poncet_sarah_136662_reparation,BLOIS 41000
547,pages_joaillier_168575_reparation,PAU 64000
548,iglesias_christelle_216660_reparation_0618939096,VIGNELY 77450
549,compagnon_xavier_69348_reparation,ST GEORGES SUR LOIRE 49170
550,grespan_caroline_150806_reparation_0688945192,BLAYE-LES-MINES 81400
551,la_boite_a_clous_118402_reparation,ST DIDIER EN VELAY 43140
552,les_fantaisies_de_mary_194970_reparation_0660055151,VILLERS AU TERTRE 59234
553,les_compagnons_des_alpilles_202045_reparation_0607214498,ARLES 13200
554,gsi_consolidated_202266_reparation,LA SEYNE SUR MER 83500
555,brun_aline_144238_reparation,LUNEL 34400
556,rondes_et_si_belles_211003_reparation,STE GENEVIEVE DES BOIS 91700
557,m_guillemot_fabien_58639_reparation,FRIVILLE ESCARBOTIN 80130
558,quazar_105694_reparation_0983817005,SARREBOURG 57400
559,creasab_203681_reparation_0602726223,CORROMBLES 21460
560,m_desestret_philippe_198708_reparation_0604033181,LUX 71100
561,le_bigot_pierrieck_99914_reparation_0603259929,BESLE SUR VILAINE 44290
562,bicyclou_222225_reparation_0635247672,AVIGNON 84000
563,monnier_regine_195627_reparation_0384280766,BELFORT 90000
564,gava_philippe_141788_reparation,CAHORS 46000
565,creationsbina_201688_reparation_0384230277,ROUGEMONT LE CHATEAU 90110
566,sasu_flavie_paris_216074_reparation_0608587805,PARIS 15 75015
567,vivre_a_velo_139858_reparation,LA MOTTE EN BAUGES 73340
568,as_informatique_197219_reparation_0386489247,AUXERRE 89000
569,cordonnerie_des_halles_109662_reparation_0684487215_0478628498,LYON 03 69003
570,le_nez_au_vent_46836_sinoe_0492214956,LARAGNE-MONTÉGLIN 05300
571,ledoux_jonathan_122085_reparation,ROUEN 76000
572,providencia_14678_reparation,MARSEILLE-15E--ARRONDISSEMENT 13015
573,merci_nuage_51589_reparation_0652570006,LYON 06 69006
574,agencement_de_araujo_156656_reparation,QUINTIN 22800
575,ets_barbier_menuiserie_industrielle_123399_reparation_0382462414,AVRIL 54150
576,mme_brunet_karole_207981_reparation,SAULXURES SUR MOSELOTTE 88290
577,guet_manuel_145158_reparation,CALMEILLES 66400
578,toulet_laurent_166677_reparation_0633123402,SORDE L ABBAYE 40300
579,charlyspc_221363_reparation_0684969076,OBERNAI 67210
580,pollet_christophe_219050_reparation_0601000802,COULOMMIERS 77120
581,cf_motoculture_179500_reparation_0683936420,SAINT MAXIMIN LA SAINTE BAUME 83470
582,de_fil_en_aiguille_92768_reparation_0698361372,LE HOM 14220
583,malassis_marc_125384_reparation,MOUETTES 27220
584,amy_jeansylvain_152178_reparation_0611131985,CAZAVET 09160
585,depannespresso_100859_reparation,GRENAY 62160
586,deco__corinneries_66769_reparation_0645356051,TREILLIERES 44119
587,augustin_cordonnerie_et_multiservices_216496_reparation,PARIS 15 75015
588,mc_informatique_143419_reparation_0562228808,L UNION 31240
589,capparos_corinne_137792_reparation,DAMMARIE SUR LOING 45230
590,mme_balingon_patricia_55952_reparation,LOOS EN GOHELLE 62750
591,poupie_cuir_206608_reparation_0671670874,BIOL 38690
592,bois_divins_222067_reparation_0651581199,PIERLAS 06260
593,mme_dethier_sindy_194198_reparation_0633358932,ROYE SUR MATZ 60310
594,sous_les_etoiles_213762_reparation,CROISSY SUR SEINE 78290
595,g_s_m_i_georges_service_maintenance_industrielle_2850_reparation_0476718804,ALLEVARD 38580
596,rem_sarl_94628_reparation,KINTZHEIM 67600
597,chabert_marc_139958_reparation_0679269964,BIOL 38690
598,eurl_cordopiot_139534_reparation,CHATEAUNEUF SUR LOIRE 45110
599,communaute_emmaus_bogy_serrieres_58104_sinoe,SERRIÈRES 07340
600,les_tresors_dibaselle_179076_reparation_0625265492,GRILLON 84600
601,pebernad_de_langautier_florence_149309_reparation_0676512050,VILLEFRANCHE-LAURAGAIS 31290
602,legros_joaillerie_48839_reparation_0385551521,LES BIZOTS 71710
603,rk_mz_116647_reparation,MORZINE 74110
604,berbiche_nadjia_212629_reparation_0634596782,PARIS 17 75017
605,venet_sylvain_204863_reparation,CRAINTILLEUX 42210
606,maxi_mousse_34_207396_reparation_0984299963,MAUGUIO 34130
607,mcouture_66961_reparation_0243683022,LAVAL 53000
608,alankaya_tekin_211576_reparation_0143857877,SEVRAN 93270
609,amadeo_autonomie_maintien_a_domicile_orthopedie_213927_reparation,PONTOISE 95300
610,sellerie_generale_178418_reparation,SAINT RAPHAEL 83700
611,poggi_219306_reparation,PARIS 03 75003
612,voltaire_et_dentelle_101560_reparation_0675120690,BARBERAZ 73000
613,miroudot_laurence_198131_reparation_0662388135,PIREY 25480
614,leslie_trankil_confections_193718_reparation_0665344823,MERU 60110
615,geiger_dominique_211734_reparation_0148765436,CHAMPIGNY SUR MARNE 94500
616,le_ceylan_68562_reparation_0241591433,DOUE EN ANJOU 49700
617,fourmond_jose_67975_reparation_0251680770,LE FENOUILLER 85800
618,gaming_squad_51706_reparation_0750312103,DRAP 06340
619,latelier_dinoa_192478_reparation_0685095794,BRETEUIL 60120
620,sanlys_1673_reparation_0472409066,LYON 01 69001
621,maclor_105455_reparation_0387051177_0685126744,PUZIEUX 57590
622,segretain_noemie_137228_reparation,THILOUZE 37260
623,deba_bernard_160208_reparation,MORCENX LA NOUVELLE 40110
624,123_services_42_192264_reparation,PERIGNEUX 42380
625,vivi_art_222600_reparation_0688186105,VILLENEUVE LOUBET 06270
626,keurgoumac_202050_reparation,MARSEILLE 6E ARRONDISSEMENT 13006
627,odier_frederic_136406_reparation_0650790278,LE CONTROIS EN SOLOGNE 41120
628,sarl_liebart_53943_reparation_0327373210,ROMERIES 59730
629,univers_mobilecom_214768_reparation_0698542505,PARIS 12 75012
630,westarc_occitanie_aquitaine_148805_reparation,SOUAL 81580
631,la_cordonnerie_de_clermont_207639_reparation_0980698412,CLERMONT L'HERAULT 34800
632,merviel_jeanluc_145704_reparation_0687412742,MILLAU 12100
634,m_schutt_mickael_185473_reparation,DOMGERMAIN 54119
635,letabli_dantan_17048_reparation_0672789966,ANTIBES 06600
636,pop_line_59161_sinoe_0169246128,JUVISY-SUR-ORGE 91260
637,jardins_et_travaux_160349_reparation,LESCAR 64230
638,cordonnerei_richard_69349_reparation_0608430799,SEGRE EN ANJOU BLEU 49500
639,m_bottin_alain_56718_reparation,SAULTY 62158
640,mustafic_luigi_168484_reparation_0557401233,FLAUJAGUES 33350
641,ulmaison_de_tours_plus_vestiboutique_58215_sinoe_0247360606,ST CYR SUR LOIRE 37540
642,moirou_jacky_222632_reparation,PASSY 74190
643,luiz_matias_delphine_168829_reparation_0686325355,RAZIMET 47160
644,marchiset_pierre_171934_reparation,LE PIAN MEDOC 33290
645,minolien_ritchie_101803_reparation,FORT-DE-FRANCE 97200
646,creassori_de_vinou_201498_reparation_0601360579,ST VERAIN 58310
647,brico_prestige_181508_reparation_0652294944,LES ISSAMBRES 83380
648,halle_cyril_144435_reparation_0695317627,TOULOUSE 31400
649,mme_pieffarety_myriam_147110_reparation_0609866648,PUJAUT 30131
650,loscka_electromenagers_125840_reparation_0754480429,GISORS 27140
651,swades_creation_66295_reparation_0685883900,CUVES 50670
652,les_perles_de_sabrina_193321_reparation_0625942941,WATTRELOS 59150
653,richiardi_gerard_208667_reparation_0142043137,RUEIL MALMAISON 92500
654,ciole_creations_10156_reparation_0687890890,CLUSES 74300
655,trans_actum_distribution_210109_reparation_0155961818,ST MAUR DES FOSSES 94100
656,devillers_janis_201941_reparation_0604175609,LYON 01 69001
657,atelier_twenty_one_161701_reparation,MESSANGES 40660
658,contard_dominique_165239_reparation,LA TESTE-DE-BUCH 33260
659,m_duprot_fabien_56289_reparation,BETHUNE 62400
660,nabais_guiomar_136464_reparation,SORIGNY 37250
661,home_made_by_catherine_seguin_7382_reparation_0681842496,SAIN BEL 69210
662,au_fil_magic_217277_reparation,PARIS 15 75015
663,m_hauviller_philippe_185528_reparation,RAMBERVILLERS 88700
664,cordonnerie_berger__services_minutes_51262_reparation_0479842158,MONTMELIAN 73800
665,ziegler_ezekiel_13081_reparation_0762277696,VOLVIC 63530
667,id_couture_186827_reparation_0651072956,WITTELSHEIM 68310
668,soalip_creations_126369_reparation_0646195041,ST ETIENNE DE CUINES 73130
669,garcia_julien_147931_reparation,AGDE 34300
670,de_mol_heinz_j_b_145066_reparation,SAINTE-MARIE 66470
671,schagene_matthieu_197737_reparation_0627062094,GIROMAGNY 90200
672,desvignes_dominique_142382_reparation,PALAU-DEL-VIDRE 66690
674,martins_sobreira_domingos_219397_reparation_0160079709,CHESSY 77700
675,cyclable_rochefort_175892_reparation,ROCHEFORT 17300
676,gmenendez_multiservices_183300_reparation_0626040899,CHAMALIERES 63400
677,nd_francl_18925_reparation,SAINT RAPHAEL 83700
678,chambi_maud_168109_reparation_0633146465,POITIERS 86000
679,brstech_126080_reparation_0645326660,ST MARTIN LE VINOUX 38950
680,deboyer_156851_reparation_0671715158,MALESTROIT 56140
681,a_b_m_152564_reparation,PLOEREN 56880
682,didierjean_cedric_150763_reparation,ARGELES-SUR-MER 66700
683,lisa_defago_119812_reparation_0695218173,VILLE-LA-GRAND 74100
684,entreprise_julie_pavitt_robinson_190512_reparation_0545307776,PARZAC 16450
685,timach_199974_reparation,BESANCON 25000
686,sr_motoculture_170333_reparation_0602261759,PONS 17800
687,auvergne_qualite_12054_reparation_0426385103,COURNON D AUVERGNE 63800
688,le_fauteuil_d_ivoire_102198_reparation_0680450614,CALLAS 83830
689,m_jimenez_antonio_55919_reparation_0320808171,ROUBAIX 59100
690,fmilano_187474_reparation,ANDREZIEUX BOUTHEON 42160
691,etablissements_chartier_196275_reparation,AVIGNON 39200
692,civo_comptage_innovation_136116_reparation_0238610096,FAY AUX LOGES 45450
693,aurelpalette_et_deco_dinterieur_104471_reparation_0638935193,BEAUVOIR DE MARC 38440
694,mme_wagner_nathalie_186736_reparation_0675516547,LAUTENBACH 68610
695,altheice_143604_reparation,GANGES 34190
696,lisba_de_vladzounia_202585_reparation_0681670924,MARSEILLE-12E--ARRONDISSEMENT 13012
697,nototune_177066_reparation_0607362400,ST CYR LA ROSIERE 61130
698,dorise_joaillier_toulouse_139981_reparation_0561523803,TOULOUSE 31000
699,le_labo_deco_9739_reparation,MIRABEL ET BLACONS 26400
700,cachemire_58857_sinoe,UZÈS 30700
701,atelier_hightech_drupal_m1931_0977738391,MONTAUBAN 82000
702,kan_ar_choad_154457_reparation,KERGRIST-MOELOU 22110
703,velwat_184195_reparation_0671285158,ROMANS SUR ISERE 26100
704,arthur_coordonnerie_multi_services_33212_reparation_0619914040,LE BEAUSSET 83330
705,mme_grollemund_honorine_221418_reparation_0603819488,BOLLWILLER 68540
706,july_david_210577_reparation_0625405330,PARIS 10 75010
707,truin_florence_163504_reparation_0622171940,CUZORN 47500
708,ulmaison_de_saint_omer_vestiaire_58588_sinoe_0321829021,OYE PLAGE 62215
709,motoculture_de_l_aulne_157524_reparation,CHATEAULIN 29150
710,la2s_informatique_179523_reparation_0767633659,MAUSSANE LES ALPILLES 13520
711,hardy_julien_148765_reparation_0650661151,VAZERAC 82220
712,sarl_depannage_menager_124271_reparation_0326516120,PIERRY 51530
713,ardillier_alexandre_176112_reparation_0615163007,LE BUGUE 24260
714,atelier_des_anges_113871_reparation_0687068721,CHATILLON SUR CHALARONNE 01400
715,parpirolles_romuald_139275_reparation_0623809317,RUFFEC 36300
716,quietec_32066_reparation,AVIGNON 84000
717,au_bonheur_du_velo_118258_reparation_0664767121,ST BALDOPH 73190
718,m_david_christophe_151116_reparation,OSSUN 65380
719,antea_162847_reparation,SALIES DE BEARN 64270
