,identifiant_unique,adresse,adresse_complement,code_postal,ville,st_x,st_y
224,m_alix_damien_197749_reparation_0667482212,38 AVENUE HENRI VARLOT,,71500,LOUHANS,5.20718,46.613041
225,sylvain_joseph_209014_reparation_0636650867,4 RUE DU MOULIN,,78930,VILLETTE,1.690167,48.928026
226,cordonnerie_multiservices_la_guillebot_69221_reparation_0241744436,AVENUE GALLIENI,CENTRE COMMERCIAL LA GUILLEBOTTE,49130,LES PONTS DE CE,-0.5196617,47.4358488
227,technivert_121509_reparation_0235968232,ZI DU BOIS DE L ARC,,76760,YERVILLE,0.87803,49.656771
228,tours_dentaire_135819_reparation_0247921739,LA HAUTE BROSSE,,37310,TAUXIGNY,0.857608,47.215104
229,au_fil_des_matieres_15073_reparation,27 RUE MIGNET,,13100,AIX EN PROVENCE,5.4505528,43.5308678
230,muller_mario_166457_reparation,LES BUISSONS,,86310,LA BUSSIERE,0.821508,46.64538
231,boumahdaf_bruno_210022_reparation_0629244133,366 RUE DE VAUGIRARD,,75015,PARIS 15,2.29126,48.83472
233,flip_47347_sinoe_0160894737,68 Rue Saint Spire,,91100,CORBEIL-ESSONNES,2.470142452508,48.598037711485
234,falkenberg_jeanyves_robert_221159_reparation,QUARTIER BEAUREGARD,,97240,LE FRANÇOIS,-60.896202,14.605975
235,cecile_guiheneuc_156549_reparation_0650712429,44 RUE JEAN JAURES,,56530,QUEVEN,-3.416116,47.787101
236,l_atelier_93647_reparation,39 RUE POINCARE,,67600,SELESTAT,7.4542075,48.2571652
237,cordonnerie_bajouservices_150454_reparation,ROUTE DE PAU,,65420,IBOS,-0.0077178,43.2430749
238,indepro_informatique_201183_reparation_0644021626,38 RUE DE BESANCON,,39100,DOLE,5.494803,47.093272
239,virginiebroderie_167489_reparation,2 ROUTE DE CONFOLENS,,86160,GENCAY,0.4066555,46.3722645
240,lacassis_couture_196965_reparation_0677491644,6 RUE LAPLACE,LES PORROTS,71420,CIRY LE NOBLE,4.280261,46.630331
241,la_griotte_51710_reparation_0699519628,81 CHEMIN GASTAUD,,06160,JUAN LES PINS,7.094218,43.580246
242,blanche_aurelie_134382_reparation_0618553187,L'ABROU GIRAUD,,85700,MENOMBLET,-0.734363,46.740164
243,loic_jacquemot_piano_104733_reparation_0631952036,ALLEE DES FOUGERES,ZA EN PRELE,01480,SAVIGNEUX,-1.204626,48.3515609
244,t_e_g_france_164072_reparation_0559853130,25 RUE BAZTER BIDEA,PARC ACTIVITES LANA,64210,ARBONNE,-1.542238,43.445801
245,maison_siana_184967_reparation_0640309223,185 ROUTE DE LA CROIX PAULET,,50380,ST AUBIN DES PREAUX,-1.525507,48.813448
246,pieri_mark_162874_reparation,35 ROUTE DE ROCHE,,86400,CIVRAY,0.2977615,46.1559347
247,gweral_153568_reparation,RUE EUGENE POTIER,,56100,LORIENT,-3.39559,47.762826
248,atelier_delsa_96469_reparation_0325329134,7 Bis RUE DE RICHEBOURG,,52120,CHATEAUVILLAIN,4.9197958,48.0387926
249,my_crea_223125_reparation_0604473037,32 RUE DU BOURG,,63260,BUSSIERES ET PRUNS,3.228313,46.007868
250,s_2_c_58570_reparation,3 Bis RUE DU CLOS,,80250,COULLEMELLE,2.4059768,48.8565545
251,aubergier_53900_reparation_0327492122,ROUTE DE VALENCIENNES,,59530,LE QUESNOY,3.6330985,50.2626055
252,lonely_deco_147558_reparation_0967509521,RUE DU 11 NOVEMBRE 1918,,30190,LA CALMETTE,4.2590232,43.9233859
253,schamel_franck_163474_reparation_0685732612,6 CHEMIN DE LA HOUDINE,,33112,ST LAURENT MEDOC,-0.806962,45.124977
254,sdf_reve_dor_59183_reparation_0492875244,20 AVENUE JEAN GIONO,,04100,MANOSQUE,5.78526,43.829753
255,duval_mario_137441_reparation,50 BOULEVARD DE LA LIBERTE,BOITE 197,18000,BOURGES,2.402439,47.073814
256,atelier_hafner_159808_reparation_0546823455,9 RUE DE LA SOMME,,17430,TONNAY CHARENTE,-0.887557,45.9419399
257,oliver_anne_marie_136200_reparation_0619896800,14 RUE FERNAND LEGER,,28300,MAINVILLIERS,1.468452,48.454552
258,menuiserie_philippe_pinsempp_17152_reparation_0493536454,9 AVENUE CARAVADOSSI,,06000,NICE,7.265889,43.7114061
259,microtoubib_16470_reparation_0609713017,1380 CHEMIN DES VIGNASSES,,06410,BIOT,7.0979809,43.6331334
260,itplace_170356_reparation_0636896901,137 AVENUE MARECHAL SOULT,,64100,BAYONNE,-1.501558,43.48337
261,m_hureaux_florian_123649_reparation,38 RUE DU DOCTEUR LOUIS MICHEL,,54000,NANCY,6.195632,48.676333
262,vincent_corsan_215251_reparation,14 RUE DE BICHE,,77580,GUERARD,2.930501,48.833141
263,manneux_thibaut_214707_reparation_0633013685,13 RUE DES CERISIERS,,95280,JOUY-LE-MOUTIER,2.048023,49.009682
264,lhotellier_isabelle_67238_reparation_0251943200,39 RUE NATIONALE,,85110,CHANTONNAY,-1.0514097,46.6879454
265,xefi_saint_flour_62760_reparation_0471607777,ZONE COMMERCIALE DE MONTPLAIN,,15100,ANDELAT,3.062376,45.036762
266,ghesquiere_helene_120819_reparation_0631321819,1 LES QUATRE SOURCES,,15250,MARMANHAC,2.492231,45.017149
267,rasoazanadrafara_angelo_134299_reparation,RUE DU PRÉ GRASSEUR,,44410,HERBIGNAC,-2.330567,47.441078
268,lukko_info_7454_reparation_0474297851,15  RUE DE LA CHENAIE,,38550,ST MAURICE L EXIL,4.771822,45.4062097
269,garage_raymond_11303_reparation_0471780534,AVENUE DE COLLANDRES,ZONE ARTISANALE DE SAUSSAC,15400,RIOM ES MONTAGNES,2.661139,45.2751955
270,anjuere_christelle_136215_reparation,1 RUE ST CHERON,,28800,BOUVILLE,1.375892,48.2600417
271,mdnj_2693_reparation_0478262149,427  COURS EMILE ZOLA,,69100,VILLEURBANNE,4.9108697,45.764018
272,harmony_fauteuil_by_pauline_96170_reparation_0638553996,41 GRANDE RUE,,51130,LOISY EN BRIE,3.8990778,48.8786213
273,brosson_marieagnes_145046_reparation,LE VERDIER,,12160,MOYRAZES,2.405878,44.327185
274,le_de_a_coudre_18393_reparation_0618070162,399 AVENUE DE LA 1ERE DFL,,83220,LE PRADET,6.0174068,43.1065955
275,bailleau_cecile_148542_reparation,4 IMP DU TAMBOURIN,,34120,PEZENAS,3.423193,43.461531
276,multi_services_express_181442_reparation,AVENUE DENIS SEMERIA,CENTRE COMMERCIAL INTERMARCHE,06300,NICE,7.290958,43.715582
277,meola_dante_122723_reparation,17 ROUTE DE LYON,,73160,COGNIN,5.898542,45.561238
278,ulmaison_de_montpellier_herault_vestiboutique_58308_sinoe_0963510176,Boulevard Saint Louis,,34150,GIGNAC,3.571611738131,43.641889651779
279,demezet_odile_70358_reparation_0672732989,4 RUE D ALLONVILLE,"BAT 5A, PORTE 2",44000,NANTES,-1.5336747,47.2244022
280,mme_cavaliere_maeva_180133_reparation_0761662132,55 AVENUE DE CANNES,LES PINS BLEUS BT A,06160,JUAN LES PINS,7.090649,43.573552
281,sarl_caldeyroux__loudieres_11346_reparation_0471492025,AVENUE LUCIE COLOMB,,15120,MONTSALVY,2.5024068,44.703127
282,en_mille_morceaux_220641_reparation_0672419958,8 RUE NATIONALE,,95490,VAUREAL,2.032869,49.035104
283,pettino_laurine_152371_reparation_0642761306,BORDALIS,,09320,BOUSSENAC,1.334468,42.909667
284,atelier_malak_176525_reparation_0676422589,11 AVENUE BATAIL CARMAGNOLE LIBERTE,13,69120,VAULX EN VELIN,4.925729,45.758891
285,arthor_sarl_177595_reparation_0494149354,AVENUE DE L'UNIVERSITE,C.C.GRAND VAR,83160,LA VALETTE DU VAR,6.013897,43.141374
286,mme_meurant_francoise_53766_reparation,623 RUE MARCEL SEMBAT,,59590,RAISMES,3.4825527,50.3856859
287,tremel_patrick_70355_reparation_0240689337,52 RUE JOSEPH DOURY,,44300,NANTES,-1.5180014,47.2302844
288,la_siegerie_170502_reparation_0546272258_0682100113,32 BOULEVARD EMILE DELMAS,,17000,LA ROCHELLE,-1.210397,46.1613209
289,guerin_bruno_137394_reparation_0621252229,9 Bis RUE DE MORESVILLE,,28800,FLACEY,1.346319,48.148279
290,tele_banlieue_158985_reparation_0556285211,112 T AVENUE D'AQUITAINE,,33520,BRUGES,-0.6019821,44.8765068
291,mme_roulet_isabelle_145345_reparation_0466036039,6 RUE DU 4 SEPTEMBRE,,30700,UZES,4.419595,44.011341
292,pomrainette_156393_reparation,171 MEZEDERN,,29870,LANDEDA,-4.560366,48.593968
293,boutin_cavallera_valerie_aglae_13711_reparation_0668562480,31 RUE ST PIERRE,,13005,MARSEILLE--5E--ARRONDISSEMENT,5.388226,43.293584
294,laperruque_217372_reparation,119 RUE DES PYRENEES,,75020,PARIS 20,2.387125,48.87236
295,bourgade_polymie_101887_reparation_0596691301,QUA RECULEE,,97230,SAINTE-MARIE,-60.9932889,14.7794318
296,chez_val_202406_reparation_0610422293,1 IMPASSE DES ETOURNEAUX,,83210,LA FARLEDE,6.034079,43.156167
297,mme_daviaud_julie_126483_reparation,15 RUE DE LIMOGES,,51100,REIMS,4.019214,49.233098
298,rabbit_custom_design_174744_reparation_0660244838,35 RUE BERNARD CROUZAT,,40400,TARTAS,-0.7973209,43.8352513
299,ceriosa_informatique_depannage_18711_reparation_0675601453_0494850009,13 PLACE MARECHAL JOFFRE,,83630,AUPS,6.2238745,43.6294035
300,vms_dom_5101_reparation_0622630229,LE CLOS DE LA PERNADE,,01540,ST JULIEN SUR VEYLE,4.938589,46.198908
301,decoformes_143402_reparation_0618343856,10 AV LARRIEU THIBAUD,,31100,TOULOUSE,1.4062961,43.5543658
302,marie_claire_kouture_155770_reparation,3 RUE DE PONT AR GROAS,,29890,PLOUNEOUR-BRIGNOGAN-PLAGES,-4.324954,48.663409
303,burel_claudie_60302_reparation_0232367019,9 RUE DE L'ANCIENNE FORGE,,27120,FONTAINE SOUS JOUY,1.2906852,49.0676367
304,corouge_christina_144301_reparation_0467920611,213 RUE GUSTAVE FLAUBERT,,34070,MONTPELLIER,3.8469546,43.5937425
305,ets_oreilly_161878_reparation_0556669729,0028 RUE EDMOND DAUBRIC,ESPACE CIAL DULOU,33470,GUJAN MESTRAS,-1.0685298,44.6402451
306,sati_194453_reparation_0785720547,2 PROMENADE BOUGAINVILLE,ZAC BOTANIQUE BAT E APPT 21,59200,TOURCOING,3.168468,50.723504
307,l_atelier_bash_169921_reparation_0638431071,31 ROUTE DU MUR,PLANEZE,24190,NEUVIC,0.4618132,45.1090892
308,souchard_fitness_depan_217385_reparation,15 AV JULES FERRY,,78500,SARTROUVILLE,2.156361,48.935258
309,magoptique_184837_reparation_0668558568,2 PLACE PIERRE DE GOUVILLE,,50180,AGNEAUX,-1.113701,49.11564
310,m_flores_david_163061_reparation_0663405300,LES PETITES BETOULLES,,87620,SEREILHAC,1.087916,45.773495
311,cordonnerie_mesnard_57744_reparation_0622358408,40 AVENUE DU 8 MAI 1945,GALERIE INTERMARCHE,60000,BEAUVAIS,2.0935629,49.4426414
312,sabot_patrice_70256_reparation,4 PLACE DE LA CONCORDE DE SEVRES,,44200,NANTES,-1.5282085,47.185343
313,ferronnerie_chaudronnerie_entret_51870_reparation,18 AVENUE GUY DE MAUPASSANT,Z.A. L'AGAVON,13170,LES PENNES MIRABEAU,5.2840916,43.4188849
314,bouchot_kris_16344_reparation_0669901000,PLACE MASSENA,GALERIE MARCHANDE VINCI PARK,06000,NICE,7.2706062,43.6961961
315,dorette_214760_reparation,149 B RUE DU TEMPLE,,75003,PARIS 03,2.358775,48.864013
316,m_planelles_philippe_205616_reparation_0621049309,431 CHEMIN DE LA BERENGUIERE,,83330,LE BEAUSSET,5.830934,43.184896
317,demey_services_194526_reparation_0616326537,327 RUE DES EGLANTINES,,59640,DUNKERQUE,2.344912,51.017129
318,devoucoux_informatique_222131_reparation_0638447668,1588 ROUTE DE GRASSE,PARC ANTIBEA D1,06600,ANTIBES,7.089982,43.596993
319,allo_serrure_122600_reparation,"1, 1 B, 1 TER RUE VICTOR HUGO",113 ET 115 RUE D ECOSSE,76200,DIEPPE,1.075315,49.924631
320,devaux_dimitri_200347_reparation_0675673195,3 RUE DE LA TUILERIE,,70000,VALLEROIS LE BOIS,6.290588,47.547446
321,tourret_christian_111315_reparation_0689290908,7 RUE JEAN DUMAZET,,03600,COMMENTRY,2.7358922,46.2878044
322,ludo_motoculture_et_velo_126097_reparation_0780002963,57 RUE DE ROANNE,,42130,BOEN-SUR-LIGNON,4.004612,45.748125
323,les_tables_jarque_144526_reparation_0430780044,1227 AV THEOPHILE LUCE,,34130,MAUGUIO,3.9863489,43.6182169
324,hapc_217829_reparation_0984250344,21 RUE DU PONT DE CESAR,NERONVILLE,77570,CHATEAU LANDON,2.736595,48.148178
325,hertu_lauriane_204390_reparation,6 RUE DU COLONEL LEON FAYE,,49100,ANGERS,-0.515374,47.488393
326,mandrier_sarahann_10345_reparation_0615771829,2 ALLEE DU PIC VERT,ANNECY-LE-VIEUX,74940,ANNECY,6.1726133,45.9227123
327,loire_informatique_68917_reparation_0241670798,1 RUE DE LA LOIRE,,49730,VARENNES SUR LOIRE,0.0498331,47.2287843
328,marie_halard_atelier_202399_reparation,3 MONTEE DU ROUCAS BLANC,,13007,MARSEILLE,5.366626,43.287842
329,cartech_electronique_france_173510_reparation_0660248935,6 RUE DE L'EGLISE,,33420,CABARA,-0.1604815,44.8256761
330,chevalliertisserand_virginie_136986_reparation_0659460952,LES MERYS,,37800,MAILLE,0.597987,47.065244
331,scsti_186467_reparation_0658473995,110 RUE D ILLZACH,4 ETG APPT 377,68100,MULHOUSE,7.345639,47.757725
332,jaulin_sophie_67984_reparation_0251407224,9 PLACE DU COMMERCE,,85480,BOURNEZEAU,-1.1709505,46.6359395
333,ets_drouhard_alain_195921_reparation,11 RUE DE DOLE,,25000,BESANCON,6.00934,47.2343
334,carre_design_163720_reparation_0663010687,19 BOULEVARD DU PYLA,,33260,LA TESTE-DE-BUCH,-1.1594228,44.633452
335,julien_cohignac_157418_reparation_0663986920,1 AV DES MARINS,,35720,MESNIL-ROC'H,-1.916886,48.446965
336,m_brunet_francky_55505_reparation,5 RUE DE LA COMMUNE DE PARIS,,62100,CALAIS,1.8532721,50.944686
337,alexandre_menuiserie_199400_reparation,16 RUE FRANCOIS MITTERRAND,,21850,ST APOLLINAIRE,5.092072,47.331256
338,convibicy_139_initiatives_locales,Place de la Croisière,,13200,ARLES,4.63267,43.673904
339,le_bourvellec_sylvie_174206_reparation_0778848398,85 COURS MARC NOUAUX,,33000,BORDEAUX,-0.597262,44.84826
340,tapissier_de_provence_13492_reparation_0618722128,9 RUE COLONEL POLIDORI,,13090,AIX EN PROVENCE,5.4408236,43.5084237
341,desquiens_anthony_6709_reparation_0479853411,292  ROUTE DU CHANAY,,73800,ST PIERRE DE SOUCY,6.106906,45.495049
342,avignon_perfo_52522_reparation,1 AVENUE DE LA GLORIETTE,,84000,AVIGNON,4.8457689,43.9378611
343,liliarmor_154309_reparation_0627559196,17 KORN MIKEL,,29880,PLOUGUERNEAU,-4.554695,48.6137647
344,informatique_en_conscience_10319_reparation_0680346765,3  PLACE DES JACOBINS,,38130,ECHIROLLES,5.7286281,45.1556382
345,1stone_194470_reparation_0783987853,466 RUE JEAN JAURES,,59410,ANZIN,3.523427,50.383843
346,cordonnerie_172441_reparation_0683110691,281 rue du pignier,,24130,LE FLEIX,0.2488581,44.8753249
347,atelier_hemcy_201000_reparation_0687221901,60 RUE DU CLOS DIDIER,LE NEPTUNE,39300,CHAMPAGNOLE,5.910701,46.747891
348,au_fil_disalaine_180364_reparation_0685964940,RUE DE LA BOURGADE,,04280,CERESTE,5.589261,43.856051
349,gonzalez_annabelle_162928_reparation_0673209963,1534 ROUTE DE BAS,,40110,MORCENX LA NOUVELLE,-0.8831149,43.9941983
350,at2p_218806_reparation,3 ALL DES HORCEES,,77140,NEMOURS,2.699206,48.279234
351,power_fibre_193463_reparation,137 BD HENRI MARTEL,,62210,AVION,2.81455,50.409327
352,stratibois_77023_reparation_0323728721,3 RUE DE LA VIEILLE CROIX,,02880,BUCY LE LONG,3.4064983,49.3895129
353,vernisse_laura_201700_reparation_0617225769,5 AVENUE BEL HORIZON,,71000,MACON,4.820996,46.325078
354,retouches__brin_de_soie_16361_reparation_0951788064_0613601581,11 AVENUE GUILLABERT,,06600,ANTIBES,7.121826,43.578818
355,cycles_et_manivelles_479_initiatives_locales,28 rue Léon Gambetta,,33130,BÈGLES,-0.551142,44.807507
356,bouazza_mohammed_183715_reparation_0649762483,4 HAUT MONT ROUX,,53210,ARGENTRE,-0.651834,48.083424
357,les_chouettes_enchantees_179442_reparation_0615340682,23 AVENUE FREDERIC MISTRAL,RES ALTIRAMA A1,06130,GRASSE,6.920306,43.648775
358,marteau_caroline_168803_reparation_0783303213,67 RUE LOUIS AGUILLON,,79200,PARTHENAY,-0.2513094,46.647116
359,a_coeur_bois_14217_reparation_0674037831,820 ROUTE DE ROGNES,,13540,PUYRICARD,5.3673278,43.5935782
360,les_ailes_des_cristaux_186337_reparation_0616647554,4 RUE DES FLEURS,,67203,OBERSCHAEFFOLSHEIM,7.643636,48.584069
361,constance_216167_reparation,5 RUE CONSTANCE,,75018,PARIS 18,2.333426,48.88535
362,le_ptit_plus_105409_reparation_0664896680,23 ALLEE DES TILLEULS,,57180,TERVILLE,6.1283753,49.3518053
363,bijoux_de_copines_180130_reparation,26 RUE DE SAVOIE,,13220,CHÂTEAUNEUF-LES-MARTIGUES,5.154208,43.387703
364,retouches_anais_52626_reparation_0672920296,40 BOULEVARD DE SAINT LOUP,,13010,MARSEILLE-10E--ARRONDISSEMENT,5.428547,43.281779
365,bellair_design_10202_reparation_0637668434,36  RUE DU CADRAN SOLAIRE,,38460,DIZIMIEU,5.2770386,45.7178614
366,samuel_schluchter_200925_reparation_0386503192,21 ROUTE DE DORNES,LES BRUYERES,58300,ST GERMAIN CHASSENAY,3.388451,46.764515
367,cay_selin_216818_reparation,26 RUE MONTGALLET,,75012,PARIS 12,2.387943,48.843506
368,miss_et_cie_93276_reparation_0277195859,65 RUE CARNOT,,27200,VERNON,1.4850223,49.0941909
369,sellerie_andre_120503_reparation_0388666465,RTE DE L'ELECTRICITE,ZI,67118,GEISPOLSHEIM,7.6809942,48.5317553
370,brun_marc_18270_reparation_0616454104,7 PLACE DE L'EGLISE ST JEAN BAPTISTE,,83440,FAYENCE,6.6956788,43.6234656
371,valero_stephanie_149946_reparation,4 AVENUE DE LA VALLEE DU TARN,,12170,REQUISTA,2.535636,44.031781
372,latelier_60470_reparation_0232514370,10 RUE CARNOT,,27200,VERNON,1.4867654,49.0924348
373,robin_julien_104976_reparation_0659633502,312 AVENUE COUSSONNIERE,HLM GRAND CHAMP,63570,BRASSAC LES MINES,3.320398,45.4181749
374,jo_la_perle_196997_reparation,RUE DES ECOLES,,89450,VEZELAY,3.745835,47.466235
375,lucienmimy_gerald_216304_reparation_0615070777,6 RUE ALEXANDRE SOLJENITSYNE,,91000,EVRY,2.4339,48.639574
376,cherief_mohamed_70288_reparation_0240664094,53 RUE DES HALLES,,44600,ST NAZAIRE,-2.2153134,47.2799182
377,chauss_19_161726_reparation,AVENUE TURGOT,,19200,USSEL,2.302044,45.543406
378,graslin_magali_18844_reparation_0603832043,56 RUE ALEXANDRE DUMAS,LES MOUSQUETAIRES L ATHOS,83110,SANARY SUR MER,5.802396,43.1206525
379,mme_gutierrez_rojas_sandra_58426_reparation,9 RUE SAINT MAGLOIRE,APT 263,80000,AMIENS,2.3125996,49.876959
380,remontet_pierre_marie_708_reparation_0477644503,79  PLACE DU ONZE NOVEMBRE,,42370,RENAISON,3.9263291,46.0512871
381,jbcl__iwik_151689_reparation,25 CHE DES AMANDIERS,,31700,BEAUZELLE,1.366752,43.665109
382,poustomis_serge_143416_reparation_0619446352,173 AVENUE DU SIDOBRE,,81100,CASTRES,2.268084,43.6156287
383,crimsart_116729_reparation_0602297284,3 RUE JEAN JAURES,,38350,LA MURE,5.7840842,44.9091461
384,mr_amand_jean_michel_53950_reparation_0327470521,188 RUE JEAN JAURES,,59243,QUAROUBLE,3.6364342,50.3952255
385,gp_line_design_171387_reparation,13 GRAND RUE,,86120,MORTON,-0.0257504,47.1071683
386,ben_el_haj_raja_142352_reparation_0467224337,28 BD DE STRASBOURG,,34000,MONTPELLIER,3.884404,43.603143
387,cordonnerie_aurillacoise_11339_reparation_0608566449,35  AVENUE DE LA REPUBLIQUE,,15000,AURILLAC,2.4406287,44.9264458
388,ittec_group_211637_reparation_0626142630,17 RUE DE FLANDRE,,93290,TREMBLAY EN FRANCE,2.571964,48.942467
389,ab_bricolage_et_netoyage_104418_reparation_0660274118,32 RUE DES TRIOUX,,63100,CLERMONT FERRAND,3.1186022,45.8026481
390,dutot_francois_122341_reparation_0664678351,12 RUE ANDRE MAUROIS,,76160,DARNETAL,1.155366,49.442263
391,groupe_visio_170603_reparation,32 RUE SERPORAT,,33800,BORDEAUX,-0.560099,44.82583
392,monique_verdelhan_1538_reparation_0476244249,10  RUE DOYEN GOSSE,,38400,ST MARTIN D HERES,5.7648177,45.1623197
393,repair_cafe_de_neuville_sur_saone_1382_initiatives_locales,l'espace famille,4 impasse de la Tatière,69250,NEUVILLE SUR SAÔNE,4.841021,45.876133
394,aurelia_prado_103918_reparation_0625232935,34 ROUTE NATIONALE,,69690,BRUSSIEU,4.5457878,45.7508787
395,sabbatik_106355_reparation,11 RUE DE PARIS,,57570,MONDORFF,6.2718053,49.5034557
396,hujale_geedi_asad_149372_reparation_0649828506,26 PAS PAUL GAUGUIN,,31100,TOULOUSE,1.3994396,43.5634726
397,livet_cecile_12338_reparation_0660078278,28  RUE DU MONASTERE,,63490,SAUXILLANGES,3.3722977,45.5510033
398,caron_emmanuelle_122178_reparation_0621889461,857 RUE DE LA RONCE,,76230,ISNEAUVILLE,1.139113,49.494852
399,crisalid_normandie_114920_reparation_0387659880,172 ROUTE DE LA VALLEE D'INGRES,,14600,LA RIVIERE ST SAUVEUR,0.2622318,49.4071355
401,rtt_reparations_travaux_transaction_136863_reparation_0254959255,LA PETITE CORNEUSE,,41200,PRUNIERS EN SOLOGNE,1.679385,47.342719
402,lader_pere_et_fils_161123_reparation,8BIS RUE EMILE GUICHENNE,,64000,PAU,-0.364372,43.299361
403,sarl_ruiz_143821_reparation,46 RUE THIERS,,65300,LANNEMEZAN,0.383646,43.124842
404,charpente_192766_reparation_0658431770,8 RUE COROT,,60128,MORTEFONTAINE,2.600771,49.111519
405,madireg_101899_reparation_0696826464,CHE EFE,ZI CHAMPIGNY,97224,DUCOS,-60.9656452,14.5824565
406,l_atelier_b_182634_reparation_0782837884,145 RUE DE BOERI,RDC AC,06210,MANDELIEU LA NAPOULE,6.938485,43.556964
407,gallardo_david_211771_reparation_0143707445,37 B RUE DE MONTREUIL,,75011,PARIS 11,2.387203,48.85049
408,millery_philemon_222883_reparation_0479659919,237 AVENUE CHARLES ALBERT,,73290,LA MOTTE SERVOLEX,5.870435,45.596898
409,petit_virginie_210775_reparation,14 AV DUQUESNE,,95170,DEUIL-LA-BARRE,2.322641,48.96466
410,domoservices_12389_reparation_0678958153,2  IMPASSE DU PUY,,63430,LES MARTRES D ARTIERE,3.2625623,45.837874
411,lhote_mahe_146386_reparation_0634212129,775 CHE DU VILLAGE,,32450,TRAVERSERES,0.668323,43.556404
412,services_maintenance_manutention_76878_reparation,3 RUE DE LA PLAINE,,02880,CLAMECY,3.3661433,49.4277776
413,mme_normand_maite_54472_reparation_0321984533,11 RUE PIERRE ET MARIE CURIE,,62575,BLENDECQUES,2.2733461,50.7195029
414,hornberger_jessica_137567_reparation,59 RUE DES ALOUETTES,,18000,BOURGES,2.3938407,47.1209875
415,clemcoud_114002_reparation_0659627438,4 AVENUE DU PRELEVET,CRAN GEVRIER,74960,ANNECY,6.1017339,45.8955022
416,molinier_aurelien_138278_reparation_0625890507,2 RUE DU BOUT DE LA VIGNE,,28310,BAUDREVILLE,1.905677,48.334461
417,bubry_motoculture_155855_reparation_0637381469,RTE DE PLOUAY,,56310,BUBRY,-3.1841,47.958774
418,m_wirtz_sylvain_221695_reparation,4 RUE LOUIS VANSEVEREN,,51520,RECY,4.308891,48.99236
419,sarl_s_e_b_m_a_t_124229_reparation_0326811111,19 RUE DU CHATEAU,,51210,BERGERES SOUS MONTMIRAIL,3.588661,48.844636
420,creeor_215584_reparation,55 RUE DES PETITS CHAMPS,,75001,PARIS 01,2.326079,48.86832
421,jeuxvideofr_acheres_59440_sinoe_0139114474,3 Avenue Wolfgang.Amadeus Mozart,Centrecommerciallegrandcèdre,78260,ACHÈRES,2.06566701268,48.967685045209
422,ti_jouets_don_bosco_drupal_m1853_0298465519,2 Keraoul Izella,,29800,LA ROCHE MAURICE,,
423,arteli_67785_reparation,11 RUE CARNOT,,85300,CHALLANS,-1.8803994,46.8461081
424,lad_neha_219119_reparation_0752545538,57 RTE DES GARDES,,92190,MEUDON,2.228746,48.817245
